"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 16, 2016","30.23","30.23","30.40","30.06","186.33K","0.30%"
"Aug 14, 2016","30.14","30.40","30.65","30.06","163.02K","-0.30%"
"Aug 11, 2016","30.23","29.73","30.56","29.64","326.35K","1.68%"
"Aug 10, 2016","29.73","29.64","30.06","29.64","183.28K","-0.54%"
"Aug 09, 2016","29.89","30.56","30.56","29.73","311.46K","-0.83%"
"Aug 08, 2016","30.14","30.06","30.56","29.73","219.60K","0.53%"
"Aug 07, 2016","29.98","29.89","30.23","29.81","139.14K","-0.83%"
"Aug 04, 2016","30.23","31.32","31.40","30.14","696.70K","-2.95%"
"Aug 03, 2016","31.15","30.65","31.32","30.56","833.63K","1.37%"
"Aug 02, 2016","30.73","30.23","30.90","30.23","449.42K","1.65%"
"Aug 01, 2016","30.23","29.47","30.40","29.47","448.84K","2.27%"
"Jul 31, 2016","29.56","29.39","29.81","29.22","187.79K","0.58%"
"Jul 28, 2016","29.39","30.56","30.90","29.31","313.86K","0.00%"
"Jul 27, 2016","29.39","29.64","29.73","29.22","110.28K","-0.58%"
"Jul 26, 2016","29.56","30.06","30.06","29.39","420.04K","-1.66%"
"Jul 25, 2016","30.06","30.90","30.90","29.98","292.00K","-2.18%"
"Jul 24, 2016","30.73","30.48","30.98","30.40","529.78K","1.65%"
"Jul 21, 2016","30.23","30.14","30.40","29.56","423.77K","1.14%"
"Jul 20, 2016","29.89","28.63","30.14","28.63","244.94K","3.78%"
"Jul 19, 2016","28.80","29.14","29.22","28.63","239.60K","-1.44%"
"Jul 18, 2016","29.22","29.47","29.73","29.05","299.50K","-1.15%"
"Jul 17, 2016","29.56","29.81","29.89","29.47","262.17K","-0.57%"
"Jul 16, 2016","29.73","29.64","29.89","29.64","216.10K","0.30%"
"Jul 14, 2016","29.64","29.73","29.98","29.56","145.26K","-1.13%"
"Jul 13, 2016","29.98","29.81","30.40","29.81","581.23K","1.15%"
"Jul 12, 2016","29.64","29.05","29.73","28.97","271.94K","2.03%"
"Jul 11, 2016","29.05","29.05","29.22","28.89","94.76K","0.55%"
"Jul 10, 2016","28.89","29.05","29.14","28.55","79.89K","-0.55%"
"Jun 30, 2016","29.05","29.05","29.31","28.89","241.40K","0.00%"
"Jun 29, 2016","29.05","28.72","29.14","28.63","141.65K","1.15%"
"Jun 28, 2016","28.72","28.63","28.89","28.38","275.97K","0.88%"
"Jun 27, 2016","28.47","28.72","28.80","28.21","599.57K","-0.28%"
"Jun 26, 2016","28.55","28.72","28.89","28.47","241.12K","-1.18%"
"Jun 23, 2016","28.89","29.05","29.05","28.80","152.58K","-0.28%"
"Jun 22, 2016","28.97","28.63","29.22","28.63","168.49K","0.59%"
"Jun 21, 2016","28.80","29.39","29.39","28.63","179.92K","-0.31%"
"Jun 20, 2016","28.89","28.80","29.22","28.72","99.95K","0.31%"
"Jun 19, 2016","28.80","28.80","29.14","28.55","246.91K","-0.31%"
"Jun 16, 2016","28.89","29.22","29.39","28.72","291.77K","-1.97%"
"Jun 15, 2016","29.47","28.97","29.64","28.97","225.19K","1.45%"
"Jun 14, 2016","29.05","29.31","29.64","28.97","211.34K","-0.89%"
"Jun 13, 2016","29.31","29.98","29.98","29.14","70.49K","-0.54%"
"Jun 12, 2016","29.47","29.73","30.06","29.31","160.02K","-1.96%"
"Jun 09, 2016","30.06","29.81","30.31","29.81","350.20K","1.11%"
"Jun 08, 2016","29.73","29.31","29.98","28.55","682.19K","2.91%"
"Jun 07, 2016","28.89","29.39","29.39","28.80","116.30K","-1.97%"
"Jun 06, 2016","29.47","30.06","30.06","28.97","212.90K","-0.57%"
"Jun 05, 2016","29.64","30.06","30.14","29.47","136.84K","-1.40%"
"Jun 02, 2016","30.06","30.40","30.56","29.89","212.49K","-0.56%"
"Jun 01, 2016","30.23","30.06","30.40","29.98","156.61K","1.14%"
"May 31, 2016","29.89","30.65","30.65","29.73","342.24K","-1.94%"
"May 30, 2016","30.48","31.15","31.15","30.40","269.13K","-0.81%"
"May 29, 2016","30.73","31.07","31.07","30.56","195.59K","-0.29%"
"May 26, 2016","30.82","30.82","31.07","30.73","160.52K","-0.26%"
"May 25, 2016","30.90","31.24","31.24","30.73","98.96K","-0.80%"
"May 24, 2016","31.15","31.07","31.32","31.07","243.88K","0.55%"
"May 22, 2016","30.98","31.15","31.40","30.82","114.04K","-0.29%"
"May 19, 2016","31.07","31.07","31.57","30.73","480.72K","0.00%"
"May 18, 2016","31.07","31.07","31.15","30.90","302.98K","0.00%"
"May 17, 2016","31.07","31.24","31.24","30.98","284.07K","0.00%"
"May 16, 2016","31.07","30.65","31.15","30.65","276.25K","1.37%"
"May 15, 2016","30.65","30.98","30.98","30.23","40.09K","-0.26%"
"May 12, 2016","30.73","30.65","30.98","30.56","154.69K","-0.29%"
"May 11, 2016","30.82","30.65","31.15","30.48","305.12K","0.29%"
"May 10, 2016","30.73","30.56","31.07","30.31","278.77K","0.56%"
"May 09, 2016","30.56","31.57","31.66","30.31","647.50K","-3.20%"
"May 08, 2016","31.57","31.82","31.91","31.32","419.88K","0.00%"
"May 05, 2016","31.57","31.99","31.99","31.49","235.15K","-0.79%"
"May 04, 2016","31.82","30.56","32.16","30.56","756.28K","1.86%"
"May 02, 2016","31.24","30.56","31.91","30.48","331.92K","0.29%"
"Apr 28, 2016","31.15","31.24","31.49","30.56","332.67K","-1.61%"
"Apr 27, 2016","31.66","31.32","31.91","31.32","571.38K","-0.50%"
"Apr 26, 2016","31.82","32.08","32.08","31.15","710.95K","1.60%"
"Apr 25, 2016","31.32","30.73","31.91","30.73","458.64K","1.10%"
"Apr 24, 2016","30.98","31.07","31.15","30.82","312.59K","-0.29%"
"Apr 21, 2016","31.07","31.24","31.40","30.82","454.67K","-1.33%"
"Apr 20, 2016","31.49","30.90","31.99","30.40","607.62K","2.47%"
"Apr 19, 2016","30.73","31.74","31.91","30.65","326.95K","-3.18%"
"Apr 18, 2016","31.74","30.40","31.99","30.40","967.27K","3.56%"
"Apr 17, 2016","30.65","30.82","31.07","30.06","707.43K","-0.55%"
"Apr 13, 2016","30.82","31.66","31.66","30.73","560.30K","-2.65%"
"Apr 12, 2016","31.66","32.66","32.92","31.49","782.27K","-2.58%"
"Apr 11, 2016","32.50","31.99","32.83","31.40","990.88K","4.33%"
"Apr 10, 2016","31.15","33.17","33.59","30.98","1.44M","-5.12%"
"Apr 07, 2016","32.83","34.93","35.18","32.41","2.27M","-5.80%"
"Apr 06, 2016","34.85","33.42","35.10","33.42","760.56K","4.03%"
"Apr 05, 2016","33.50","34.93","34.93","33.17","875.15K","-4.09%"
"Apr 04, 2016","34.93","35.10","35.44","34.76","702.43K","0.00%"
"Apr 03, 2016","34.93","34.76","35.10","34.43","683.27K","1.72%"
"Mar 31, 2016","34.34","33.92","34.93","33.92","1.07M","2.23%"
"Mar 30, 2016","33.59","33.00","33.76","33.00","310.49K","1.02%"
"Mar 29, 2016","33.25","33.59","33.59","33.08","203.28K","0.24%"
"Mar 28, 2016","33.17","33.76","34.09","33.00","225.41K","-1.98%"
"Mar 27, 2016","33.84","33.17","34.43","33.17","220.48K","1.77%"
"Mar 24, 2016","33.25","33.92","34.01","33.17","314.10K","-1.51%"
"Mar 23, 2016","33.76","34.43","34.43","33.42","392.48K","-1.69%"
"Mar 22, 2016","34.34","34.51","34.68","34.26","460.11K","-0.26%"
"Mar 21, 2016","34.43","34.43","34.93","34.34","408.69K","0.26%"
"Mar 20, 2016","34.34","34.76","34.76","34.09","417.18K","-1.69%"
"Mar 16, 2016","34.93","34.01","35.18","33.92","847.79K","2.98%"
"Mar 15, 2016","33.92","33.34","34.18","33.08","487.89K","2.79%"
"Mar 14, 2016","33.00","33.59","33.59","32.92","590.04K","-1.49%"
"Mar 13, 2016","33.50","33.59","33.92","33.08","560.04K","0.24%"
"Mar 10, 2016","33.42","33.59","34.01","33.17","384.52K","-0.24%"
"Mar 09, 2016","33.50","33.42","33.84","33.25","399.09K","0.24%"
"Mar 08, 2016","33.42","33.76","33.76","33.25","335.71K","0.00%"
"Mar 07, 2016","33.42","33.08","33.92","33.08","316.43K","0.51%"
"Mar 06, 2016","33.25","33.59","33.76","33.08","253.85K","-1.51%"
"Mar 03, 2016","33.76","33.76","34.01","33.76","513.20K","0.00%"
"Mar 02, 2016","33.76","33.84","34.01","33.67","837.31K","0.27%"
"Mar 01, 2016","33.67","34.43","34.51","33.17","1.12M","-1.23%"
"Feb 29, 2016","34.09","34.60","34.68","33.92","782.64K","-1.70%"
"Feb 28, 2016","34.68","35.18","35.18","34.51","942.16K","-1.42%"
"Feb 25, 2016","35.18","34.51","35.52","34.51","2.83M","2.18%"
"Feb 24, 2016","34.43","34.18","34.85","33.84","952.60K","0.26%"
"Feb 23, 2016","34.34","34.93","35.18","34.09","1.12M","-0.98%"
"Feb 22, 2016","34.68","35.52","35.52","34.01","1.15M","-0.49%"
"Feb 18, 2016","34.85","35.27","35.52","34.76","1.16M","-0.94%"
"Feb 17, 2016","35.18","34.76","35.60","34.51","4.20M","2.45%"
"Feb 16, 2016","34.34","34.18","34.51","33.92","1.87M","0.97%"
"Feb 15, 2016","34.01","33.08","34.34","33.08","1.48M","2.81%"
"Feb 14, 2016","33.08","33.34","33.76","32.92","734.87K","-0.51%"
"Feb 11, 2016","33.25","32.50","33.59","32.50","1.43M","2.59%"
"Feb 10, 2016","32.41","32.16","32.66","32.16","300.77K","0.78%"
"Feb 09, 2016","32.16","32.24","32.50","31.91","423.51K","0.00%"
"Feb 08, 2016","32.16","32.75","32.75","31.91","569.31K","-1.80%"
"Feb 07, 2016","32.75","33.34","33.59","32.50","802.08K","-1.00%"
"Feb 04, 2016","33.08","31.91","33.42","31.91","1.35M","3.67%"
"Feb 03, 2016","31.91","31.74","32.16","31.49","784.47K","0.79%"
"Feb 02, 2016","31.66","31.49","31.82","31.32","516.36K","1.90%"
"Feb 01, 2016","31.07","31.07","31.99","30.65","1.15M","0.00%"
"Jan 31, 2016","31.07","31.32","31.57","30.98","603.86K","-1.33%"
"Jan 28, 2016","31.49","31.91","31.91","31.40","769.71K","-0.79%"
"Jan 27, 2016","31.74","32.41","32.41","31.66","573.45K","-0.25%"
"Jan 26, 2016","31.82","32.41","32.41","31.74","276.58K","0.00%"
"Jan 25, 2016","31.82","32.41","32.66","31.66","615.06K","-1.30%"
"Jan 24, 2016","32.24","33.17","33.17","31.99","662.33K","-0.52%"
"Jan 21, 2016","32.41","32.75","33.00","32.33","315.76K","-1.28%"
"Jan 20, 2016","32.83","33.50","33.59","32.66","1.17M","-1.03%"
"Jan 19, 2016","33.17","33.42","33.92","32.75","981.17K","-0.99%"
"Jan 18, 2016","33.50","32.66","34.01","32.66","863.58K","3.91%"
"Jan 17, 2016","32.24","33.42","33.76","31.91","1.09M","-3.76%"
"Jan 14, 2016","33.50","34.43","34.43","33.25","943.66K","-1.73%"
"Jan 13, 2016","34.09","34.60","34.68","33.92","1.34M","-0.26%"
"Jan 12, 2016","34.18","34.26","34.51","34.01","668.23K","0.77%"
"Jan 11, 2016","33.92","34.26","34.76","33.67","882.72K","-0.26%"
"Jan 10, 2016","34.01","34.34","34.68","33.84","814.70K","0.00%"
"Jan 07, 2016","34.01","34.43","34.60","33.84","747.78K","-1.22%"
"Jan 06, 2016","34.43","34.51","34.76","34.26","955.61K","1.00%"
"Jan 05, 2016","34.09","34.34","34.76","33.92","1.21M","-0.26%"
"Jan 04, 2016","34.18","34.34","34.43","34.01","411.65K","-0.47%"
"Jan 03, 2016","34.34","34.76","34.85","34.09","504.56K","-0.49%"
"Dec 31, 2015","34.51","34.85","34.85","33.84","1.90M","-0.49%"
"Dec 30, 2015","34.68","34.43","34.93","33.76","1.37M","1.46%"
"Dec 29, 2015","34.18","34.34","34.43","34.01","479.16K","0.26%"
"Dec 28, 2015","34.09","34.76","34.85","33.92","773.65K","-2.40%"
"Dec 27, 2015","34.93","34.43","35.35","34.34","1.10M","1.72%"
"Dec 24, 2015","34.34","34.43","34.51","33.67","783.99K","1.48%"
"Dec 23, 2015","33.84","35.02","35.02","33.67","1.30M","-2.90%"
"Dec 22, 2015","34.85","35.60","35.69","34.51","2.16M","-1.41%"
"Dec 21, 2015","35.35","36.36","36.53","35.10","1.34M","-2.10%"
"Dec 20, 2015","36.11","34.93","36.44","34.93","2.50M","3.62%"
"Dec 17, 2015","34.85","34.01","35.10","34.01","1.04M","3.50%"
"Dec 15, 2015","33.67","34.43","34.85","33.42","941.34K","-2.69%"
"Dec 14, 2015","34.60","35.85","35.85","34.09","967.01K","-1.90%"
"Dec 13, 2015","35.27","36.11","36.69","35.10","1.05M","-1.86%"
"Dec 10, 2015","35.94","35.69","36.11","35.27","1.82M","1.90%"
"Dec 09, 2015","35.27","34.43","35.52","34.26","2.02M","2.44%"
"Dec 08, 2015","34.43","34.93","35.52","33.92","1.51M","-1.21%"
"Dec 07, 2015","34.85","34.34","35.27","33.67","2.04M","0.99%"
"Dec 06, 2015","34.51","34.85","34.85","33.84","1.90M","2.49%"
"Dec 03, 2015","33.67","33.50","33.92","33.08","1.21M","0.75%"
"Dec 02, 2015","33.42","31.57","34.01","31.49","2.32M","5.29%"
"Dec 01, 2015","31.74","31.99","32.33","31.49","461.73K","-0.25%"
"Nov 30, 2015","31.82","31.24","32.16","30.98","548.20K","2.98%"
"Nov 29, 2015","30.90","30.90","30.73","31.24","675.73K","0.00%"
"Nov 26, 2015","30.90","30.90","31.15","30.56","403.22K","1.64%"
"Nov 25, 2015","30.40","30.40","31.32","30.14","334.26K","-0.52%"
"Nov 24, 2015","30.56","30.56","31.32","30.31","396.93K","-2.18%"
"Nov 23, 2015","31.24","32.58","32.58","30.82","918.54K","-4.35%"
"Nov 22, 2015","32.66","30.48","32.33","31.07","631.36K","5.12%"
"Nov 19, 2015","31.07","30.48","31.32","30.31","652.08K","2.78%"
"Nov 18, 2015","30.23","30.48","30.65","29.98","450.45K","-1.37%"
"Nov 17, 2015","30.65","29.98","30.90","29.89","827.94K","2.54%"
"Nov 16, 2015","29.89","29.22","30.23","29.22","380.06K","3.46%"
"Nov 15, 2015","28.89","29.39","29.39","28.72","303.12K","-0.55%"
"Nov 12, 2015","29.05","29.14","29.39","28.80","541.33K","1.47%"
"Nov 11, 2015","28.63","29.39","29.47","28.38","385.55K","-0.90%"
"Nov 10, 2015","28.89","28.97","29.81","28.63","394.16K","-0.55%"
"Nov 09, 2015","29.05","29.73","29.73","28.89","287.20K","-1.99%"
"Nov 08, 2015","29.64","29.47","30.65","29.22","423.45K","0.27%"
"Nov 05, 2015","29.56","30.40","30.56","29.39","266.03K","-2.76%"
"Nov 04, 2015","30.40","30.98","31.07","30.31","299.29K","-1.36%"
"Nov 03, 2015","30.82","30.82","31.24","30.73","200.35K","-0.80%"
"Nov 02, 2015","31.07","31.66","31.66","30.48","112.47K","0.00%"
"Nov 01, 2015","31.07","32.08","32.08","30.82","303.66K","-1.86%"
"Oct 29, 2015","31.66","32.58","32.58","30.73","746.80K","4.45%"
"Oct 28, 2015","30.31","30.31","30.73","30.23","206.07K","-0.30%"
"Oct 27, 2015","30.40","30.56","31.32","30.14","174.04K","-2.16%"
"Oct 26, 2015","31.07","31.57","31.66","30.73","245.67K","-1.33%"
"Oct 25, 2015","31.49","31.49","31.66","30.65","419.36K","-0.54%"
"Oct 21, 2015","31.66","30.82","31.91","30.82","447.13K","2.19%"
"Oct 20, 2015","30.98","29.14","31.24","28.55","1.55M","8.82%"
"Oct 19, 2015","28.47","28.89","29.22","28.38","578.05K","-0.87%"
"Oct 18, 2015","28.72","29.98","30.06","28.55","460.39K","-5.00%"
"Oct 15, 2015","30.23","30.56","31.15","30.06","373.03K","-0.26%"
"Oct 14, 2015","30.31","31.07","31.32","30.06","334.03K","-2.16%"
"Oct 13, 2015","30.98","31.15","31.32","30.65","560.42K","-1.09%"
"Oct 12, 2015","31.32","31.15","31.66","30.98","251.74K","0.80%"
"Oct 11, 2015","31.07","30.90","31.40","30.65","263.56K","0.29%"
"Oct 08, 2015","30.98","31.49","31.82","30.90","357.84K","-2.39%"
"Oct 07, 2015","31.74","31.99","32.24","31.57","234.83K","-1.06%"
"Oct 06, 2015","32.08","32.16","32.66","31.91","336.58K","-1.53%"
"Oct 05, 2015","32.58","31.74","32.83","31.74","360.44K","2.10%"
"Oct 04, 2015","31.91","32.75","32.75","31.82","497.21K","-2.30%"
"Oct 01, 2015","32.66","32.75","33.17","32.50","368.75K","-0.27%"
"Sep 30, 2015","32.75","33.50","33.50","32.66","684.19K","-1.50%"
"Sep 29, 2015","33.25","33.42","33.67","33.08","331.99K","-0.75%"
"Sep 28, 2015","33.50","34.68","34.68","33.25","584.42K","-2.22%"
"Sep 22, 2015","34.26","34.18","34.60","33.84","435.08K","0.23%"
"Sep 21, 2015","34.18","33.17","34.43","32.83","697.85K","3.33%"
"Sep 20, 2015","33.08","32.83","33.25","32.75","335.11K","1.78%"
"Sep 17, 2015","32.50","33.17","33.50","31.91","726.69K","-0.76%"
"Sep 16, 2015","32.75","33.59","34.26","32.33","1.10M","-2.50%"
"Sep 15, 2015","33.59","34.60","34.85","33.42","636.45K","-3.14%"
"Sep 14, 2015","34.68","34.51","34.85","34.51","339.61K","0.00%"
"Sep 13, 2015","34.68","34.68","35.02","34.60","432.91K","0.49%"
"Sep 10, 2015","34.51","34.85","35.02","34.34","482.67K","-0.49%"
"Sep 09, 2015","34.68","34.76","35.02","34.60","422.79K","-0.72%"
"Sep 08, 2015","34.93","35.02","35.44","34.85","477.32K","-0.26%"
"Sep 07, 2015","35.02","35.02","35.52","34.85","463.30K","0.49%"
"Sep 06, 2015","34.85","35.69","35.69","34.43","649.01K","-1.66%"
"Sep 03, 2015","35.44","35.77","35.94","35.27","609.16K","-1.39%"
"Sep 02, 2015","35.94","35.69","36.11","35.60","511.43K","1.67%"
"Sep 01, 2015","35.35","35.85","35.85","35.18","531.59K","-1.64%"
"Aug 31, 2015","35.94","36.11","36.44","35.69","355.95K","-0.22%"
"Aug 30, 2015","36.02","37.03","37.20","35.77","704.85K","-2.94%"
"Aug 27, 2015","37.11","37.20","37.79","36.95","937.95K","-0.24%"
"Aug 26, 2015","37.20","37.70","38.21","37.03","1.67M","-0.67%"
"Aug 25, 2015","37.45","36.95","37.70","36.53","2.22M","1.35%"
"Aug 24, 2015","36.95","36.11","37.37","35.94","1.55M","2.81%"
"Aug 23, 2015","35.94","37.28","37.37","35.77","1.57M","-4.47%"
"Aug 19, 2015","37.62","36.61","38.04","36.61","2.24M","2.53%"
"Aug 18, 2015","36.69","36.36","36.95","36.19","649.32K","-0.24%"
"Aug 17, 2015","36.78","36.02","36.95","36.02","1.03M","1.86%"
"Aug 16, 2015","36.11","37.53","37.53","35.77","1.21M","-3.14%"
"Aug 13, 2015","37.28","37.45","38.04","37.03","1.42M","0.68%"
"Aug 12, 2015","37.03","36.78","37.37","36.19","1.05M","1.84%"
"Aug 11, 2015","36.36","37.70","37.70","36.19","1.16M","-2.47%"
"Aug 10, 2015","37.28","38.04","38.46","37.11","1.36M","-2.00%"
"Aug 09, 2015","38.04","37.87","38.46","37.45","1.88M","1.36%"
"Aug 06, 2015","37.53","37.79","38.21","37.28","2.26M","-0.69%"
"Aug 05, 2015","37.79","39.47","39.47","37.45","3.15M","-4.04%"
"Aug 04, 2015","39.38","39.47","40.22","38.54","3.66M","0.43%"
"Aug 03, 2015","39.21","40.47","40.56","39.05","4.16M","-2.73%"
"Aug 02, 2015","40.31","37.28","40.81","37.28","5.07M","8.13%"
"Jul 30, 2015","37.28","36.95","37.62","35.52","6.49M","2.05%"
"Jul 29, 2015","36.53","37.03","37.45","36.27","3.78M","-0.44%"
"Jul 28, 2015","36.69","35.94","37.20","35.85","2.85M","2.57%"
"Jul 27, 2015","35.77","36.36","36.44","35.44","3.29M","-2.08%"
"Jul 26, 2015","36.53","35.27","37.20","35.18","5.60M","4.31%"
"Jul 23, 2015","35.02","33.17","35.27","32.58","3.19M","6.12%"
"Jul 22, 2015","33.00","32.75","33.59","32.75","1.55M","0.76%"
"Jul 21, 2015","32.75","31.74","33.17","31.74","838.04K","4.00%"
"Jul 14, 2015","31.49","31.40","31.66","31.15","341.83K","0.29%"
"Jul 13, 2015","31.40","31.49","31.74","31.32","309.09K","0.00%"
"Jul 12, 2015","31.40","31.24","31.66","31.24","382.87K","0.00%"
"Jul 09, 2015","31.40","31.91","31.91","31.24","310.88K","-0.29%"
"Jul 08, 2015","31.49","31.66","31.82","31.40","572.60K","-0.79%"
"Jul 07, 2015","31.74","31.74","31.99","31.49","493.48K","-0.25%"
"Jul 06, 2015","31.82","31.99","32.16","31.66","383.29K","-0.81%"
"Jul 05, 2015","32.08","31.74","32.33","31.40","733.09K","1.07%"
"Jul 02, 2015","31.74","32.33","32.33","31.57","497.39K","-0.25%"
"Jun 30, 2015","31.82","31.57","32.24","31.57","655.36K","1.05%"
"Jun 29, 2015","31.49","31.66","31.74","31.07","417.35K","0.80%"
"Jun 28, 2015","31.24","31.24","31.49","31.07","511.05K","1.36%"
"Jun 25, 2015","30.82","30.65","31.32","30.65","617.03K","-1.06%"
"Jun 24, 2015","31.15","31.15","31.49","30.90","341.02K","0.00%"
"Jun 23, 2015","31.15","31.57","31.74","31.07","738.64K","-1.08%"
"Jun 22, 2015","31.49","31.74","31.74","31.32","324.74K","0.29%"
"Jun 21, 2015","31.40","31.82","32.08","31.24","375.95K","-0.54%"
"Jun 18, 2015","31.57","31.74","32.16","31.49","364.01K","-0.79%"
"Jun 17, 2015","31.82","31.74","32.24","31.66","537.77K","-0.28%"
"Jun 16, 2015","31.91","31.91","32.16","31.74","437.91K","-0.25%"
"Jun 15, 2015","31.99","31.15","32.16","31.15","570.53K","2.40%"
"Jun 14, 2015","31.24","32.08","32.16","31.07","887.25K","-2.10%"
"Jun 11, 2015","31.91","32.75","33.08","31.66","834.13K","-1.02%"
"Jun 10, 2015","32.24","32.58","33.08","32.16","1.06M","0.78%"
"Jun 09, 2015","31.99","32.92","33.25","31.91","1.28M","-2.56%"
"Jun 08, 2015","32.83","34.01","34.18","32.66","1.89M","-4.17%"
"Jun 07, 2015","34.26","34.93","35.69","33.92","2.93M","-0.23%"
"Jun 04, 2015","34.34","35.44","36.11","34.01","3.65M","-1.94%"
"Jun 02, 2015","35.02","33.59","36.61","33.25","6.56M","4.54%"
"Jun 01, 2015","33.50","32.08","33.76","31.82","4.19M","4.98%"
"May 31, 2015","31.91","32.75","32.92","31.74","1.59M","-0.25%"
"May 28, 2015","31.99","32.08","33.00","31.82","1.59M","-0.53%"
"May 27, 2015","32.16","33.50","33.59","31.91","2.16M","-3.28%"
"May 26, 2015","33.25","34.01","34.76","32.92","3.52M","-1.25%"
"May 25, 2015","33.67","33.50","34.34","33.08","3.44M","0.51%"
"May 24, 2015","33.50","34.26","34.34","33.34","1.15M","-1.24%"
"May 21, 2015","33.92","35.18","35.18","33.76","3.21M","-2.42%"
"May 20, 2015","34.76","34.26","35.02","33.34","4.43M","3.48%"
"May 19, 2015","33.59","34.18","34.68","33.42","2.78M","-0.24%"
"May 18, 2015","33.67","33.84","34.76","33.50","3.29M","0.00%"
"May 17, 2015","33.67","33.67","34.26","33.00","3.88M","-0.50%"
"May 14, 2015","33.84","34.68","35.10","33.17","3.31M","-1.46%"
"May 13, 2015","34.34","31.32","34.76","31.32","3.54M","8.46%"
"May 12, 2015","31.66","32.58","32.66","31.49","2.21M","-1.80%"
"May 11, 2015","32.24","33.34","33.34","31.99","2.90M","-1.04%"
"May 10, 2015","32.58","31.49","32.75","31.49","3.15M","3.76%"
"May 07, 2015","31.40","31.91","32.58","31.07","2.16M","-0.54%"
"May 06, 2015","31.57","31.49","32.24","30.82","2.06M","1.06%"
"May 05, 2015","31.24","31.49","32.24","30.98","1.24M","1.10%"
"May 04, 2015","30.90","31.82","31.99","30.73","2.02M","-2.12%"
"Apr 30, 2015","31.57","32.16","32.75","31.24","1.49M","-2.35%"
"Apr 29, 2015","32.33","32.33","33.50","31.99","2.90M","-1.79%"
"Apr 27, 2015","32.92","31.91","33.17","31.91","1.85M","2.36%"
"Apr 26, 2015","32.16","32.16","34.76","31.15","5.69M","0.34%"
"Apr 22, 2015","32.05","30.89","32.20","30.74","6.67M","3.76%"
"Apr 21, 2015","30.89","33.59","33.59","30.45","2.66M","-3.86%"
"Apr 20, 2015","32.13","33.15","33.44","31.76","8.67M","-4.55%"
"Apr 19, 2015","33.66","33.15","34.68","32.93","7.03M","3.13%"
"Apr 16, 2015","32.64","30.59","32.86","30.45","11.29M","7.97%"
"Apr 15, 2015","30.23","29.94","30.89","29.50","3.95M","1.99%"
"Apr 13, 2015","29.64","29.21","30.08","28.99","2.81M","0.99%"
"Apr 12, 2015","29.35","30.67","31.40","29.13","4.25M","-3.14%"
"Apr 09, 2015","30.30","30.45","30.67","29.64","4.01M","0.97%"
"Apr 08, 2015","30.01","28.48","30.45","27.53","3.54M","5.93%"
"Apr 07, 2015","28.33","28.99","29.21","27.89","4.05M","-4.42%"
"Apr 06, 2015","29.64","30.01","31.03","28.84","4.76M","-1.72%"
"Apr 05, 2015","30.16","30.59","30.67","29.57","3.13M","-0.23%"
"Apr 02, 2015","30.23","30.23","30.89","29.94","2.21M","0.00%"
"Apr 01, 2015","30.23","30.81","31.47","30.01","4.31M","-1.43%"
"Mar 31, 2015","30.67","30.30","31.91","30.30","5.80M","2.20%"
"Mar 30, 2015","30.01","29.21","30.37","28.48","5.59M","2.74%"
"Mar 29, 2015","29.21","28.18","29.57","28.18","5.88M","3.91%"
"Mar 25, 2015","28.11","27.02","28.33","26.87","5.92M","4.61%"
"Mar 24, 2015","26.87","27.38","27.53","26.72","2.34M","-1.36%"
"Mar 23, 2015","27.24","27.67","27.97","27.09","2.26M","-1.30%"
"Mar 22, 2015","27.60","27.38","28.18","27.38","2.26M","0.25%"
"Mar 19, 2015","27.53","27.38","27.82","27.31","2.01M","1.06%"
"Mar 18, 2015","27.24","27.31","27.89","27.09","3.10M","-0.51%"
"Mar 16, 2015","27.38","27.38","28.33","27.16","3.65M","-0.54%"
"Mar 15, 2015","27.53","28.18","28.55","27.38","3.38M","-2.58%"
"Mar 12, 2015","28.26","28.70","29.13","27.97","4.97M","-1.26%"
"Mar 11, 2015","28.62","27.31","29.21","27.09","8.48M","5.38%"
"Mar 10, 2015","27.16","27.89","28.40","27.02","3.82M","-3.14%"
"Mar 09, 2015","28.04","27.24","28.91","27.24","5.47M","3.24%"
"Mar 08, 2015","27.16","27.02","27.75","26.43","4.97M","0.26%"
